loan_amnt,term,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,target_default,issue_year
25000.0, 60 months,3 years,MORTGAGE,67000.0,Source Verified,Dec-2015,debt_consolidation,IN,14.73,665.0,669.0,2.0,16.0,0.0,18765.0,44.0,44.0,Individual,1.0,0.0,0,2015
16000.0, 36 months,3 years,RENT,55000.0,Verified,Dec-2015,debt_consolidation,CA,21.88,675.0,679.0,0.0,6.0,0.0,8024.0,76.4,10.0,Individual,0.0,0.0,0,2015
24000.0, 36 months,1 year,MORTGAGE,130000.0,Not Verified,Dec-2015,debt_consolidation,OH,14.03,710.0,714.0,0.0,17.0,0.0,92059.0,56.9,33.0,Individual,3.0,0.0,0,2015
5000.0, 36 months,3 years,MORTGAGE,41000.0,Verified,Dec-2015,credit_card,IL,15.95,710.0,714.0,0.0,7.0,0.0,8034.0,58.2,12.0,Individual,2.0,0.0,0,2015
12000.0, 60 months,3 years,MORTGAGE,45000.0,Verified,Dec-2015,debt_consolidation,IL,33.07,685.0,689.0,0.0,16.0,1.0,53234.0,65.8,60.0,Individual,1.0,1.0,0,2015
15000.0, 36 months,7 years,RENT,140000.0,Source Verified,Dec-2015,credit_card,PA,0.95,715.0,719.0,1.0,3.0,0.0,4860.0,78.4,8.0,Individual,0.0,0.0,0,2015
15000.0, 60 months,3 years,RENT,80000.0,Source Verified,Dec-2015,debt_consolidation,MA,27.41,670.0,674.0,0.0,11.0,0.0,8929.0,70.8,17.0,Individual,0.0,0.0,0,2015
6000.0, 36 months,10+ years,MORTGAGE,155000.0,Verified,Dec-2015,other,KY,22.69,680.0,684.0,1.0,23.0,0.0,49492.0,68.0,49.0,Individual,2.0,0.0,1,2015
6000.0, 36 months,,MORTGAGE,84000.0,Source Verified,Dec-2015,other,CT,1.69,685.0,689.0,0.0,5.0,0.0,452.0,90.4,7.0,Individual,1.0,0.0,0,2015
20000.0, 60 months,2 years,OWN,47000.0,Verified,Dec-2015,debt_consolidation,MO,6.05,720.0,724.0,0.0,11.0,0.0,274.0,1.3,21.0,Individual,2.0,0.0,0,2015
19200.0, 36 months,10+ years,MORTGAGE,70000.0,Verified,Dec-2015,debt_consolidation,OK,31.39,675.0,679.0,3.0,19.0,0.0,12844.0,58.1,52.0,Individual,4.0,0.0,0,2015
24050.0, 60 months,10+ years,MORTGAGE,72000.0,Source Verified,Dec-2015,debt_consolidation,GA,7.12,670.0,674.0,2.0,17.0,0.0,6976.0,48.4,53.0,Individual,1.0,0.0,0,2015
20000.0, 36 months,4 years,RENT,115000.0,Verified,Dec-2015,debt_consolidation,CA,22.26,725.0,729.0,1.0,13.0,0.0,17160.0,42.2,38.0,Individual,0.0,0.0,1,2015
3500.0, 36 months,10+ years,RENT,32000.0,Verified,Dec-2015,debt_consolidation,MI,19.43,680.0,684.0,0.0,7.0,1.0,8049.0,53.3,10.0,Individual,0.0,0.0,1,2015
15000.0, 60 months,10+ years,MORTGAGE,155000.0,Source Verified,Dec-2015,debt_consolidation,MD,14.2,715.0,719.0,0.0,15.0,0.0,37543.0,70.3,41.0,Individual,6.0,0.0,0,2015
16500.0, 36 months,< 1 year,RENT,56160.0,Verified,Dec-2015,debt_consolidation,CA,8.16,660.0,664.0,0.0,4.0,0.0,16609.0,92.3,7.0,Individual,0.0,0.0,0,2015
7800.0, 36 months,5 years,MORTGAGE,40000.0,Source Verified,Dec-2015,credit_card,NC,8.37,675.0,679.0,0.0,15.0,1.0,6467.0,25.8,42.0,Individual,4.0,1.0,0,2015
16000.0, 36 months,10+ years,MORTGAGE,85000.0,Not Verified,Dec-2015,credit_card,IN,9.81,740.0,744.0,0.0,8.0,0.0,21104.0,52.0,24.0,Individual,3.0,0.0,0,2015
15000.0, 36 months,10+ years,MORTGAGE,150000.0,Source Verified,Dec-2015,credit_card,WI,11.88,700.0,704.0,0.0,13.0,0.0,27510.0,51.8,24.0,Individual,5.0,0.0,0,2015
35000.0, 60 months,1 year,MORTGAGE,93000.0,Source Verified,Dec-2015,home_improvement,SC,16.14,800.0,804.0,0.0,9.0,0.0,5426.0,7.4,24.0,Individual,1.0,0.0,1,2015
11675.0, 60 months,10+ years,RENT,48000.0,Verified,Dec-2015,debt_consolidation,CA,17.4,675.0,679.0,0.0,6.0,2.0,3716.0,64.1,8.0,Individual,1.0,2.0,0,2015
7000.0, 36 months,,RENT,42000.0,Source Verified,Dec-2015,credit_card,OH,17.37,705.0,709.0,2.0,8.0,1.0,3796.0,33.0,24.0,Individual,1.0,1.0,0,2015
15000.0, 36 months,9 years,MORTGAGE,73000.0,Source Verified,Dec-2015,debt_consolidation,CA,10.09,725.0,729.0,2.0,8.0,0.0,15460.0,52.9,28.0,Individual,3.0,0.0,0,2015
25000.0, 36 months,1 year,RENT,85000.0,Source Verified,Dec-2015,credit_card,TX,30.02,660.0,664.0,0.0,26.0,0.0,35051.0,39.9,46.0,Individual,0.0,0.0,1,2015
14400.0, 36 months,7 years,MORTGAGE,205000.0,Source Verified,Dec-2015,debt_consolidation,CO,6.05,790.0,794.0,0.0,14.0,0.0,59201.0,21.5,24.0,Individual,1.0,0.0,0,2015
7025.0, 36 months,10+ years,OWN,65532.0,Verified,Dec-2015,debt_consolidation,FL,16.1,670.0,674.0,2.0,11.0,0.0,3748.0,35.4,16.0,Individual,0.0,0.0,0,2015
15500.0, 60 months,4 years,MORTGAGE,75000.0,Source Verified,Dec-2015,other,NV,26.86,660.0,664.0,1.0,10.0,0.0,1938.0,29.8,15.0,Individual,1.0,0.0,1,2015
10800.0, 36 months,10+ years,OWN,42000.0,Source Verified,Dec-2015,debt_consolidation,GA,27.94,665.0,669.0,1.0,7.0,0.0,1299.0,41.9,16.0,Individual,0.0,0.0,0,2015
16800.0, 36 months,10+ years,MORTGAGE,35000.0,Not Verified,Dec-2015,credit_card,GA,7.2,710.0,714.0,0.0,9.0,0.0,5562.0,28.4,15.0,Individual,3.0,0.0,0,2015
9000.0, 36 months,2 years,RENT,70000.0,Verified,Dec-2015,debt_consolidation,GA,19.06,675.0,679.0,1.0,13.0,1.0,8607.0,41.6,16.0,Individual,0.0,0.0,0,2015
3600.0, 36 months,10+ years,MORTGAGE,165000.0,Not Verified,Dec-2015,credit_card,GA,24.61,725.0,729.0,0.0,13.0,0.0,41908.0,16.3,19.0,Individual,0.0,0.0,0,2015
9600.0, 36 months,4 years,RENT,36400.0,Verified,Dec-2015,credit_card,NV,21.73,680.0,684.0,0.0,20.0,0.0,17949.0,71.5,37.0,Individual,0.0,0.0,0,2015
7500.0, 36 months,< 1 year,RENT,60000.0,Source Verified,Dec-2015,debt_consolidation,NY,15.42,685.0,689.0,0.0,14.0,0.0,2745.0,15.0,27.0,Individual,0.0,0.0,0,2015
15000.0, 36 months,2 years,MORTGAGE,115000.0,Source Verified,Dec-2015,credit_card,AZ,4.19,660.0,664.0,0.0,5.0,1.0,14967.0,64.5,19.0,Individual,5.0,1.0,0,2015
15000.0, 36 months,3 years,MORTGAGE,146000.0,Source Verified,Dec-2015,debt_consolidation,NY,16.28,665.0,669.0,0.0,16.0,0.0,30096.0,86.7,34.0,Individual,3.0,0.0,0,2015
6000.0, 36 months,10+ years,MORTGAGE,40000.0,Source Verified,Dec-2015,debt_consolidation,KY,11.34,800.0,804.0,0.0,8.0,0.0,5671.0,20.1,20.0,Individual,3.0,0.0,0,2015
18000.0, 36 months,10+ years,OWN,57353.0,Source Verified,Dec-2015,credit_card,ME,26.22,720.0,724.0,0.0,9.0,0.0,21093.0,64.7,20.0,Individual,2.0,0.0,0,2015
12000.0, 60 months,10+ years,MORTGAGE,80000.0,Not Verified,Dec-2015,debt_consolidation,KS,33.54,675.0,679.0,2.0,23.0,0.0,21416.0,45.1,81.0,Individual,0.0,0.0,0,2015
18000.0, 36 months,10+ years,MORTGAGE,66000.0,Not Verified,Dec-2015,major_purchase,NC,38.09,720.0,724.0,0.0,23.0,0.0,25207.0,37.8,35.0,Individual,6.0,0.0,0,2015
15000.0, 36 months,10+ years,MORTGAGE,85376.69,Verified,Dec-2015,debt_consolidation,CA,18.51,670.0,674.0,0.0,10.0,1.0,12134.0,49.3,24.0,Individual,4.0,1.0,0,2015
10000.0, 36 months,10+ years,MORTGAGE,54000.0,Source Verified,Dec-2015,debt_consolidation,TX,20.1,685.0,689.0,0.0,14.0,0.0,10891.0,58.2,41.0,Individual,1.0,0.0,0,2015
1750.0, 36 months,10+ years,RENT,37000.0,Source Verified,Dec-2015,credit_card,PA,24.29,810.0,814.0,0.0,8.0,0.0,938.0,3.2,36.0,Individual,0.0,0.0,0,2015
2800.0, 36 months,2 years,OWN,35000.0,Source Verified,Dec-2015,debt_consolidation,CA,27.64,675.0,679.0,0.0,13.0,0.0,13405.0,66.4,33.0,Individual,0.0,0.0,1,2015
8000.0, 36 months,8 years,MORTGAGE,165000.0,Verified,Dec-2015,other,IN,27.65,665.0,669.0,0.0,19.0,1.0,10879.0,81.2,41.0,Individual,4.0,1.0,0,2015
10000.0, 60 months,10+ years,RENT,52000.0,Source Verified,Dec-2015,debt_consolidation,MI,8.63,680.0,684.0,1.0,7.0,0.0,12034.0,41.8,12.0,Individual,0.0,0.0,1,2015
28000.0, 36 months,10+ years,MORTGAGE,160000.0,Verified,Dec-2015,debt_consolidation,LA,9.7,680.0,684.0,0.0,8.0,0.0,48869.0,100.1,23.0,Individual,6.0,0.0,0,2015
24000.0, 36 months,,OWN,120000.0,Not Verified,Dec-2015,credit_card,GA,10.14,710.0,714.0,0.0,8.0,0.0,11759.0,59.4,46.0,Individual,4.0,0.0,0,2015
2500.0, 36 months,2 years,RENT,68000.0,Source Verified,Dec-2015,other,FL,10.41,680.0,684.0,0.0,3.0,1.0,3944.0,33.4,16.0,Individual,0.0,1.0,0,2015
13000.0, 36 months,6 years,MORTGAGE,41000.0,Verified,Dec-2015,debt_consolidation,ND,19.12,700.0,704.0,0.0,12.0,0.0,11305.0,46.5,28.0,Individual,2.0,0.0,0,2015
2000.0, 36 months,< 1 year,MORTGAGE,120000.0,Verified,Dec-2015,small_business,NY,18.36,695.0,699.0,1.0,11.0,0.0,19144.0,69.4,30.0,Individual,8.0,0.0,0,2015
35000.0, 36 months,10+ years,MORTGAGE,124000.0,Verified,Dec-2015,debt_consolidation,TX,27.07,695.0,699.0,1.0,11.0,0.0,20832.0,71.1,31.0,Individual,2.0,0.0,1,2015
18000.0, 60 months,2 years,MORTGAGE,50232.0,Source Verified,Dec-2015,credit_card,FL,16.2,685.0,689.0,0.0,10.0,0.0,11147.0,63.3,27.0,Individual,5.0,0.0,0,2015
14400.0, 36 months,,MORTGAGE,40000.0,Verified,Dec-2015,debt_consolidation,LA,27.12,665.0,669.0,1.0,9.0,0.0,3694.0,49.3,32.0,Individual,2.0,0.0,0,2015
7150.0, 36 months,,MORTGAGE,24000.0,Not Verified,Dec-2015,debt_consolidation,NC,24.65,730.0,734.0,1.0,12.0,1.0,2885.0,12.5,25.0,Individual,2.0,1.0,0,2015
2000.0, 36 months,10+ years,MORTGAGE,65000.0,Source Verified,Dec-2015,credit_card,IL,25.33,685.0,689.0,1.0,11.0,0.0,15403.0,73.7,21.0,Individual,5.0,0.0,0,2015
17000.0, 36 months,8 years,RENT,90000.0,Verified,Dec-2015,debt_consolidation,GA,11.65,665.0,669.0,0.0,8.0,0.0,16878.0,69.7,11.0,Individual,0.0,0.0,0,2015
9375.0, 36 months,9 years,RENT,60000.0,Source Verified,Dec-2015,debt_consolidation,CA,25.97,665.0,669.0,0.0,12.0,0.0,7349.0,57.0,19.0,Individual,0.0,0.0,1,2015
10000.0, 36 months,10+ years,RENT,71000.0,Source Verified,Dec-2015,debt_consolidation,NY,17.85,670.0,674.0,3.0,18.0,2.0,6999.0,30.2,33.0,Individual,2.0,0.0,0,2015
26400.0, 60 months,3 years,MORTGAGE,75000.0,Source Verified,Dec-2015,debt_consolidation,TX,31.99,675.0,679.0,0.0,22.0,0.0,31587.0,63.7,70.0,Individual,3.0,0.0,0,2015
16000.0, 36 months,3 years,RENT,50000.0,Verified,Dec-2015,debt_consolidation,MA,23.4,665.0,669.0,0.0,11.0,0.0,15371.0,34.3,25.0,Individual,0.0,0.0,0,2015
25000.0, 36 months,10+ years,MORTGAGE,109952.0,Not Verified,Dec-2015,credit_card,FL,13.23,735.0,739.0,1.0,6.0,0.0,15099.0,66.8,33.0,Individual,4.0,0.0,0,2015
2800.0, 36 months,7 years,RENT,74000.0,Verified,Dec-2015,other,GA,29.86,660.0,664.0,0.0,18.0,0.0,10940.0,92.7,23.0,Individual,0.0,0.0,0,2015
9825.0, 36 months,9 years,RENT,28100.0,Verified,Dec-2015,credit_card,WA,31.82,705.0,709.0,0.0,9.0,0.0,25734.0,34.0,21.0,Individual,0.0,0.0,0,2015
4000.0, 36 months,6 years,MORTGAGE,70000.0,Verified,Dec-2015,debt_consolidation,IL,33.49,740.0,744.0,0.0,11.0,1.0,23446.0,51.9,25.0,Individual,2.0,1.0,0,2015
8450.0, 36 months,6 years,RENT,41000.0,Not Verified,Dec-2015,debt_consolidation,NY,26.99,710.0,714.0,0.0,12.0,0.0,5169.0,31.0,21.0,Individual,0.0,0.0,0,2015
30000.0, 60 months,10+ years,MORTGAGE,110000.0,Source Verified,Dec-2015,debt_consolidation,NM,33.44,685.0,689.0,0.0,18.0,0.0,54031.0,76.9,44.0,Individual,4.0,0.0,1,2015
20000.0, 60 months,3 years,OWN,55000.0,Not Verified,Dec-2015,credit_card,FL,22.3,750.0,754.0,0.0,24.0,0.0,22375.0,21.2,36.0,Individual,2.0,0.0,0,2015
27000.0, 60 months,10+ years,MORTGAGE,76968.0,Source Verified,Dec-2015,debt_consolidation,TX,35.1,695.0,699.0,0.0,14.0,0.0,7424.0,26.1,32.0,Individual,4.0,0.0,1,2015
14000.0, 60 months,2 years,MORTGAGE,57000.0,Not Verified,Dec-2015,debt_consolidation,FL,18.03,675.0,679.0,1.0,11.0,0.0,12358.0,54.7,38.0,Individual,6.0,0.0,0,2015
15625.0, 60 months,< 1 year,RENT,46000.0,Source Verified,Dec-2015,house,OH,22.46,660.0,664.0,3.0,24.0,0.0,22890.0,37.5,28.0,Individual,0.0,0.0,0,2015
6475.0, 36 months,< 1 year,RENT,18000.0,Source Verified,Dec-2015,debt_consolidation,NV,17.73,710.0,714.0,0.0,7.0,0.0,5277.0,58.6,9.0,Individual,0.0,0.0,0,2015
14400.0, 60 months,10+ years,MORTGAGE,70000.0,Not Verified,Dec-2015,debt_consolidation,NC,11.02,705.0,709.0,0.0,10.0,0.0,14347.0,31.6,23.0,Individual,3.0,0.0,1,2015
25000.0, 60 months,10+ years,MORTGAGE,56000.0,Verified,Dec-2015,debt_consolidation,OH,8.62,670.0,674.0,1.0,6.0,0.0,6647.0,39.1,16.0,Individual,2.0,0.0,1,2015
3500.0, 36 months,10+ years,MORTGAGE,49000.0,Not Verified,Dec-2015,home_improvement,CA,12.25,745.0,749.0,0.0,10.0,0.0,5323.0,22.9,23.0,Individual,4.0,0.0,0,2015
20000.0, 36 months,10+ years,MORTGAGE,175000.0,Not Verified,Dec-2015,credit_card,CA,3.15,725.0,729.0,0.0,12.0,0.0,15473.0,18.8,25.0,Individual,0.0,0.0,0,2015
16000.0, 36 months,2 years,RENT,60000.0,Verified,Dec-2015,debt_consolidation,LA,14.08,760.0,764.0,0.0,11.0,0.0,6514.0,17.5,32.0,Individual,0.0,0.0,0,2015
24000.0, 36 months,10+ years,MORTGAGE,80000.0,Not Verified,Dec-2015,credit_card,MS,19.43,720.0,724.0,0.0,11.0,0.0,16717.0,45.8,33.0,Individual,6.0,0.0,0,2015
9000.0, 36 months,10+ years,RENT,82000.0,Source Verified,Dec-2015,debt_consolidation,FL,7.27,675.0,679.0,0.0,7.0,1.0,15754.0,55.5,22.0,Individual,1.0,1.0,0,2015
10000.0, 36 months,4 years,RENT,60000.0,Verified,Dec-2015,credit_card,FL,16.41,675.0,679.0,0.0,7.0,0.0,11397.0,103.6,9.0,Individual,0.0,0.0,0,2015
14025.0, 36 months,3 years,RENT,71000.0,Source Verified,Dec-2015,debt_consolidation,TX,20.06,715.0,719.0,0.0,16.0,0.0,13964.0,75.9,21.0,Individual,0.0,0.0,0,2015
12000.0, 36 months,< 1 year,MORTGAGE,31000.0,Source Verified,Dec-2015,debt_consolidation,VT,31.63,680.0,684.0,1.0,10.0,1.0,5790.0,43.5,29.0,Individual,5.0,1.0,0,2015
9600.0, 36 months,10+ years,RENT,30000.0,Source Verified,Dec-2015,debt_consolidation,NJ,14.4,715.0,719.0,0.0,10.0,0.0,11967.0,44.0,15.0,Individual,0.0,0.0,1,2015
28000.0, 36 months,10+ years,MORTGAGE,156000.0,Not Verified,Dec-2015,debt_consolidation,NC,16.15,775.0,779.0,0.0,28.0,0.0,24898.0,20.2,72.0,Individual,7.0,0.0,0,2015
25000.0, 36 months,10+ years,RENT,98000.0,Verified,Dec-2015,debt_consolidation,GA,23.29,700.0,704.0,0.0,4.0,0.0,18645.0,128.6,17.0,Individual,2.0,0.0,0,2015
15000.0, 60 months,4 years,RENT,42000.0,Not Verified,Dec-2015,debt_consolidation,CO,19.57,695.0,699.0,2.0,19.0,0.0,6527.0,23.8,32.0,Individual,0.0,0.0,1,2015
27350.0, 60 months,3 years,MORTGAGE,100000.0,Source Verified,Dec-2015,debt_consolidation,CA,24.84,695.0,699.0,0.0,10.0,0.0,29337.0,91.1,15.0,Individual,1.0,0.0,0,2015
7000.0, 36 months,3 years,RENT,57800.0,Source Verified,Dec-2015,debt_consolidation,MD,15.57,670.0,674.0,1.0,7.0,0.0,1935.0,66.7,51.0,Individual,0.0,0.0,1,2015
9750.0, 36 months,2 years,RENT,37000.0,Source Verified,Dec-2015,debt_consolidation,NY,10.15,670.0,674.0,1.0,6.0,0.0,9795.0,60.8,6.0,Individual,0.0,0.0,0,2015
25000.0, 60 months,< 1 year,MORTGAGE,68000.0,Verified,Dec-2015,credit_card,AZ,31.91,740.0,744.0,1.0,15.0,0.0,33921.0,55.4,24.0,Individual,2.0,0.0,0,2015
5400.0, 36 months,3 years,RENT,75000.0,Verified,Dec-2015,debt_consolidation,NY,16.88,660.0,664.0,0.0,7.0,0.0,26273.0,96.9,19.0,Individual,0.0,0.0,0,2015
7975.0, 36 months,,OWN,19000.0,Verified,Dec-2015,credit_card,KS,14.59,685.0,689.0,0.0,6.0,0.0,10931.0,41.2,8.0,Individual,1.0,0.0,0,2015
15700.0, 36 months,5 years,MORTGAGE,62000.0,Verified,Dec-2015,debt_consolidation,AZ,31.51,700.0,704.0,1.0,18.0,0.0,29049.0,36.2,23.0,Individual,0.0,0.0,1,2015
10000.0, 36 months,9 years,MORTGAGE,105000.0,Not Verified,Dec-2015,debt_consolidation,WA,19.5,695.0,699.0,1.0,11.0,0.0,31275.0,81.4,26.0,Individual,6.0,0.0,0,2015
8000.0, 36 months,< 1 year,RENT,33500.0,Verified,Dec-2015,debt_consolidation,TN,23.54,660.0,664.0,0.0,5.0,0.0,4878.0,101.6,10.0,Individual,0.0,0.0,0,2015
24000.0, 36 months,10+ years,OWN,130000.0,Source Verified,Dec-2015,debt_consolidation,NC,11.12,660.0,664.0,0.0,6.0,0.0,8670.0,72.2,16.0,Individual,0.0,0.0,0,2015
3600.0, 36 months,10+ years,RENT,67000.0,Verified,Dec-2015,vacation,CA,34.14,700.0,704.0,0.0,13.0,0.0,16267.0,64.3,30.0,Individual,0.0,0.0,0,2015
15000.0, 60 months,,MORTGAGE,48000.0,Verified,Dec-2015,credit_card,MD,23.2,685.0,689.0,0.0,6.0,0.0,1644.0,60.9,15.0,Individual,3.0,0.0,1,2015
7225.0, 36 months,,RENT,50000.0,Verified,Dec-2015,debt_consolidation,NV,3.34,675.0,679.0,1.0,4.0,0.0,6719.0,34.5,6.0,Individual,1.0,0.0,0,2015
12100.0, 36 months,2 years,MORTGAGE,50000.0,Not Verified,Dec-2015,credit_card,MA,17.64,735.0,739.0,0.0,7.0,0.0,24594.0,65.6,20.0,Individual,3.0,0.0,0,2015
4500.0, 36 months,6 years,MORTGAGE,120000.0,Not Verified,Dec-2015,debt_consolidation,RI,7.54,755.0,759.0,0.0,15.0,0.0,3506.0,22.8,31.0,Individual,2.0,0.0,0,2015
20000.0, 60 months,8 years,MORTGAGE,70000.0,Source Verified,Dec-2015,debt_consolidation,OH,32.66,720.0,724.0,0.0,15.0,0.0,4213.0,28.7,31.0,Individual,1.0,0.0,1,2015
4000.0, 36 months,,RENT,14000.0,Source Verified,Dec-2015,debt_consolidation,ME,23.16,670.0,674.0,0.0,6.0,0.0,5305.0,78.0,9.0,Individual,0.0,0.0,1,2015
35000.0, 60 months,10+ years,MORTGAGE,125000.0,Verified,Dec-2015,debt_consolidation,WI,27.6,735.0,739.0,1.0,16.0,0.0,12786.0,46.8,32.0,Individual,9.0,0.0,1,2015
13800.0, 36 months,1 year,RENT,150000.0,Source Verified,Dec-2015,debt_consolidation,MS,6.85,700.0,704.0,1.0,10.0,0.0,6385.0,12.0,19.0,Individual,1.0,0.0,1,2015
35000.0, 36 months,10+ years,RENT,159000.0,Source Verified,Dec-2015,debt_consolidation,CA,17.05,690.0,694.0,1.0,19.0,0.0,67702.0,60.2,34.0,Individual,2.0,0.0,0,2015
9600.0, 36 months,10+ years,OWN,75000.0,Source Verified,Dec-2015,major_purchase,LA,6.64,670.0,674.0,0.0,7.0,0.0,14225.0,70.8,10.0,Individual,0.0,0.0,0,2015
14250.0, 36 months,10+ years,MORTGAGE,31000.0,Source Verified,Dec-2015,credit_card,FL,28.69,730.0,734.0,0.0,13.0,0.0,15609.0,48.9,16.0,Individual,1.0,0.0,0,2015
10225.0, 36 months,< 1 year,RENT,27000.0,Source Verified,Dec-2015,debt_consolidation,VA,21.07,700.0,704.0,1.0,10.0,0.0,4884.0,26.0,11.0,Individual,0.0,0.0,0,2015
21000.0, 36 months,10+ years,RENT,50000.0,Source Verified,Dec-2015,credit_card,NY,29.31,725.0,729.0,2.0,9.0,0.0,29200.0,47.6,18.0,Individual,1.0,0.0,0,2015
12000.0, 36 months,10+ years,MORTGAGE,102000.0,Source Verified,Dec-2015,debt_consolidation,GA,15.39,720.0,724.0,0.0,9.0,0.0,15206.0,40.2,20.0,Individual,7.0,0.0,0,2015
3000.0, 36 months,8 years,RENT,45000.0,Verified,Dec-2015,home_improvement,CA,29.31,660.0,664.0,0.0,9.0,1.0,11046.0,85.0,17.0,Individual,1.0,1.0,0,2015
18000.0, 60 months,3 years,RENT,82500.0,Verified,Dec-2015,debt_consolidation,TX,30.58,675.0,679.0,2.0,18.0,0.0,18315.0,92.5,30.0,Individual,1.0,0.0,0,2015
21000.0, 36 months,2 years,MORTGAGE,75000.0,Verified,Dec-2015,credit_card,FL,18.5,665.0,669.0,1.0,7.0,0.0,19954.0,101.3,17.0,Individual,3.0,0.0,0,2015
20000.0, 36 months,5 years,MORTGAGE,60000.0,Verified,Dec-2015,debt_consolidation,CA,22.81,670.0,674.0,1.0,19.0,0.0,13543.0,31.9,26.0,Individual,1.0,0.0,0,2015
7200.0, 36 months,8 years,RENT,100000.0,Source Verified,Dec-2015,other,NY,10.74,670.0,674.0,0.0,11.0,0.0,4561.0,41.5,14.0,Individual,0.0,0.0,1,2015
20000.0, 36 months,1 year,MORTGAGE,123000.0,Verified,Dec-2015,credit_card,TX,17.4,690.0,694.0,0.0,11.0,0.0,5809.0,64.5,45.0,Individual,1.0,0.0,0,2015
28800.0, 36 months,10+ years,RENT,60000.0,Verified,Dec-2015,debt_consolidation,MD,39.22,710.0,714.0,0.0,8.0,0.0,34082.0,72.1,21.0,Individual,0.0,0.0,0,2015
8000.0, 36 months,5 years,OWN,35360.0,Verified,Dec-2015,debt_consolidation,FL,23.18,660.0,664.0,0.0,12.0,1.0,5840.0,56.2,30.0,Individual,0.0,1.0,0,2015
7000.0, 36 months,1 year,RENT,70000.0,Source Verified,Dec-2015,debt_consolidation,LA,8.74,670.0,674.0,0.0,8.0,0.0,6242.0,59.4,15.0,Individual,0.0,0.0,0,2015
35000.0, 60 months,1 year,MORTGAGE,98000.0,Source Verified,Dec-2015,small_business,VA,18.44,700.0,704.0,1.0,11.0,0.0,15298.0,59.5,26.0,Individual,2.0,0.0,1,2015
8500.0, 36 months,10+ years,RENT,74000.0,Verified,Dec-2015,credit_card,NJ,29.94,660.0,664.0,0.0,11.0,1.0,14437.0,84.4,33.0,Individual,2.0,1.0,0,2015
9600.0, 36 months,5 years,MORTGAGE,73000.0,Not Verified,Dec-2015,debt_consolidation,TX,16.39,715.0,719.0,0.0,6.0,1.0,2354.0,23.8,13.0,Individual,1.0,1.0,0,2015
6000.0, 36 months,< 1 year,MORTGAGE,56000.0,Not Verified,Dec-2015,credit_card,PA,17.34,725.0,729.0,1.0,19.0,0.0,16023.0,35.6,40.0,Individual,2.0,0.0,0,2015
2225.0, 36 months,10+ years,MORTGAGE,45000.0,Source Verified,Dec-2015,credit_card,MI,29.23,705.0,709.0,0.0,11.0,0.0,4905.0,17.5,26.0,Individual,2.0,0.0,0,2015
14000.0, 60 months,5 years,RENT,62000.0,Not Verified,Dec-2015,debt_consolidation,WI,11.09,675.0,679.0,2.0,11.0,0.0,2417.0,10.9,27.0,Individual,1.0,0.0,0,2015
30000.0, 36 months,4 years,RENT,72000.0,Verified,Dec-2015,debt_consolidation,MD,22.85,725.0,729.0,1.0,16.0,0.0,4434.0,12.4,33.0,Individual,0.0,0.0,0,2015
15000.0, 60 months,10+ years,MORTGAGE,60000.0,Source Verified,Dec-2015,credit_card,CA,17.76,695.0,699.0,0.0,14.0,1.0,17249.0,53.2,26.0,Individual,6.0,1.0,0,2015
18000.0, 60 months,10+ years,MORTGAGE,50000.0,Source Verified,Dec-2015,debt_consolidation,FL,5.16,745.0,749.0,0.0,12.0,0.0,4210.0,14.1,23.0,Individual,2.0,0.0,1,2015
25450.0, 36 months,10+ years,MORTGAGE,114100.0,Verified,Dec-2015,debt_consolidation,MN,27.49,710.0,714.0,2.0,11.0,0.0,4778.0,35.1,55.0,Individual,5.0,0.0,0,2015
7125.0, 36 months,10+ years,MORTGAGE,55000.0,Source Verified,Dec-2015,credit_card,AL,30.09,670.0,674.0,0.0,9.0,0.0,18156.0,98.7,20.0,Individual,4.0,0.0,0,2015
5400.0, 36 months,8 years,RENT,60000.0,Source Verified,Dec-2015,credit_card,MO,11.46,670.0,674.0,4.0,6.0,0.0,6164.0,64.9,9.0,Individual,0.0,0.0,1,2015
12000.0, 36 months,2 years,MORTGAGE,31200.0,Source Verified,Dec-2015,credit_card,CT,32.31,680.0,684.0,0.0,13.0,0.0,11783.0,48.9,28.0,Individual,0.0,0.0,0,2015
12000.0, 60 months,< 1 year,RENT,45000.0,Not Verified,Dec-2015,debt_consolidation,MA,6.16,770.0,774.0,0.0,9.0,0.0,17517.0,35.7,13.0,Individual,3.0,0.0,0,2015
4200.0, 36 months,10+ years,RENT,76000.0,Verified,Dec-2015,other,CA,19.3,690.0,694.0,0.0,8.0,0.0,5984.0,45.3,33.0,Individual,2.0,0.0,1,2015
12000.0, 60 months,8 years,RENT,86000.0,Source Verified,Dec-2015,debt_consolidation,TX,26.35,710.0,714.0,0.0,11.0,0.0,22785.0,45.6,15.0,Individual,0.0,0.0,1,2015
24000.0, 36 months,1 year,MORTGAGE,150000.0,Not Verified,Dec-2015,credit_card,UT,12.51,740.0,744.0,0.0,14.0,0.0,20749.0,40.7,53.0,Individual,3.0,0.0,0,2015
